"","response.option.id","survey.id","question.id","row.id","row.text","choice.id","response.option.text"
"307","674253344.NA.",308493823,"674253344",NA,NA,"",""
"308","674253345.NA.",308493823,"674253345",NA,NA,"",""
"309","674253346.NA.",308493823,"674253346",NA,NA,"",""
"310","674253347.NA.4431085035",308493823,"674253347",NA,NA,"4431085035","I'm not sure. "
"311","674253347.NA.4431085044",308493823,"674253347",NA,NA,"4431085044","The Court released the defendant on their own recognizance (ROR)."
"312","674253347.NA.4431085036",308493823,"674253347",NA,NA,"4431085036","Cash bond"
"313","674253347.NA.4431085037",308493823,"674253347",NA,NA,"4431085037","Surety bond"
"314","674253347.NA.4431085042",308493823,"674253347",NA,NA,"4431085042","If the defendant was ordered to <strong>remain in jail without bond</strong>, explain why."
"315","674253348.NA.",308493823,"674253348",NA,NA,"",""
"316","674253349.NA.4431085047",308493823,"674253349",NA,NA,"4431085047","Yes"
"317","674253349.NA.4431085048",308493823,"674253349",NA,NA,"4431085048","No"
"318","674253349.NA.4431085049",308493823,"674253349",NA,NA,"4431085049","N/A - no money bail was ordered."
"319","674253349.NA.4431085050",308493823,"674253349",NA,NA,"4431085050","I'm not sure."
"320","674253350.NA.4431085053",308493823,"674253350",NA,NA,"4431085053","Protective or stay-away order"
"321","674253350.NA.4431085054",308493823,"674253350",NA,NA,"4431085054","Prohibition from possessing a firearm"
"322","674253350.NA.4431085066",308493823,"674253350",NA,NA,"4431085066","Domestic violence counseling"
"323","674253350.NA.4431085055",308493823,"674253350",NA,NA,"4431085055","Ankle monitor"
"324","674253350.NA.4431085056",308493823,"674253350",NA,NA,"4431085056","Job or school application or enrollment"
"325","674253350.NA.4431085057",308493823,"674253350",NA,NA,"4431085057","Mental health treatment"
"326","674253350.NA.4431085067",308493823,"674253350",NA,NA,"4431085067","Drug test"
"327","674253350.NA.4431085058",308493823,"674253350",NA,NA,"4431085058","Drug or alcohol program"
"328","674253350.NA.4431085059",308493823,"674253350",NA,NA,"4431085059","NO non-financial conditions on the bond were ordered by the Court"
"329","674253350.NA.4431085068",308493823,"674253350",NA,NA,"4431085068","I'm not sure."
"330","674253350.NA.4431085065",308493823,"674253350",NA,NA,"4431085065","Other<em> (explain)</em>"
"331","674253351.NA.4431085071",308493823,"674253351",NA,NA,"4431085071","N/A - the defendant was not assessed fines or fees."
"332","674253351.NA.4431085072",308493823,"674253351",NA,NA,"4431085072","No"
"333","674253351.NA.4431085073",308493823,"674253351",NA,NA,"4431085073","I'm not sure."
"334","674253351.NA.4431085144",308493823,"674253351",NA,NA,"4431085144","If yes, how much were the fines and fees total?"
"335","674253352.4431085074.",308493823,"674253352","4431085074","# of Community Service Hours","",""
"336","674253352.4431085075.",308493823,"674253352","4431085075","Amount of Fines or Fees","",""
"337","674253352.4431085076.",308493823,"674253352","4431085076","Jail Time","",""
"338","674253482.NA.",308493823,"674253482",NA,NA,"",""
"339","674253483.NA.4431086035",308493823,"674253483",NA,NA,"4431086035","Yes"
"340","674253483.NA.4431086036",308493823,"674253483",NA,NA,"4431086036","No"
"341","674253111.NA.",308493823,"674253111",NA,NA,"",""
"342","674253112.NA.",308493823,"674253112",NA,NA,"",""
"343","674253113.NA.",308493823,"674253113",NA,NA,"",""
"344","674253114.4431083350.",308493823,"674253114","4431083350","How many warrants does the defendant have?","",""
"345","674253114.4431083351.",308493823,"674253114","4431083351","Write the year in which the defendant's oldest warrant was issued.","",""
"346","674253115.NA.",308493823,"674253115",NA,NA,"",""
"347","674253116.NA.4431083358",308493823,"674253116",NA,NA,"4431083358","Yes"
"348","674253116.NA.4431083359",308493823,"674253116",NA,NA,"4431083359","No"
"349","674253116.NA.4431083362",308493823,"674253116",NA,NA,"4431083362","I'm not sure."
"350","674253117.NA.4431083363",308493823,"674253117",NA,NA,"4431083363","Black or African American"
"351","674253117.NA.4431083364",308493823,"674253117",NA,NA,"4431083364","Asian or Pacific Islander"
"352","674253117.NA.4431083365",308493823,"674253117",NA,NA,"4431083365","White or Caucasian"
"353","674253117.NA.4431083366",308493823,"674253117",NA,NA,"4431083366","Hispanic or Latinx"
"354","674253117.NA.4431083373",308493823,"674253117",NA,NA,"4431083373","Bi-racial or Multi-racial"
"355","674253117.NA.4431083367",308493823,"674253117",NA,NA,"4431083367","Other <em>(specify)</em>"
"356","674253118.NA.4431083374",308493823,"674253118",NA,NA,"4431083374","Feminine-presenting"
"357","674253118.NA.4431083375",308493823,"674253118",NA,NA,"4431083375","Masculine-presenting"
"358","674253118.NA.4431083382",308493823,"674253118",NA,NA,"4431083382","Non-conforming or non-binary"
"359","674253118.NA.4431083383",308493823,"674253118",NA,NA,"4431083383","Unknown or unlisted gender"
"360","674253118.NA.4431083376",308493823,"674253118",NA,NA,"4431083376","Other <em>(specify)</em>"
"361","674253119.NA.4431083390",308493823,"674253119",NA,NA,"4431083390","No"
"362","674253119.NA.4431083391",308493823,"674253119",NA,NA,"4431083391","I'm not sure."
"363","674253119.NA.4431083389",308493823,"674253119",NA,NA,"4431083389","If YES, did all court actors refer to the defendant as requested? Explain."
"364","674253120.NA.4431083392",308493823,"674253120",NA,NA,"4431083392","State or Assistant District Attorney"
"365","674253120.NA.4431083393",308493823,"674253120",NA,NA,"4431083393","City or Assistant City Attorney"
"366","674253120.NA.4431083394",308493823,"674253120",NA,NA,"4431083394","Both State and City"
"367","674253120.NA.4431083395",308493823,"674253120",NA,NA,"4431083395","I'm not sure."
"368","674253121.NA.4431083398",308493823,"674253121",NA,NA,"4431083398","Orleans Public Defenders"
"369","674253121.NA.4431083399",308493823,"674253121",NA,NA,"4431083399","Private attorney(s)"
"370","674253121.NA.4431083400",308493823,"674253121",NA,NA,"4431083400","The defendant was unrepresented."
"371","674253121.NA.4431083404",308493823,"674253121",NA,NA,"4431083404","The defendant said they intended to self-represent."
"372","674253121.NA.4431083403",308493823,"674253121",NA,NA,"4431083403","I'm not sure."
"373","674253122.NA.4431083413",308493823,"674253122",NA,NA,"4431083413","Yes"
"374","674253122.NA.4431083408",308493823,"674253122",NA,NA,"4431083408","No"
"375","674253122.NA.4431083407",308493823,"674253122",NA,NA,"4431083407","I'm not sure."
"376","674253122.NA.4431083412",308493823,"674253122",NA,NA,"4431083412","If YES, what was the defendant held in contempt for?"
"377","674253123.NA.4431083419",308493823,"674253123",NA,NA,"4431083419","unemployed or receiving SSI"
"378","674253123.NA.4431083420",308493823,"674253123",NA,NA,"4431083420","part-time job"
"379","674253123.NA.4431083421",308493823,"674253123",NA,NA,"4431083421","full-time job"
"380","674253123.NA.4431083422",308493823,"674253123",NA,NA,"4431083422","NO income information was presented."
"381","674253123.NA.4431083424",308493823,"674253123",NA,NA,"4431083424","I'm not sure."
"382","674253123.NA.4431083423",308493823,"674253123",NA,NA,"4431083423","Other <em>(please specify)</em>"
"383","674253124.NA.4431083425",308493823,"674253124",NA,NA,"4431083425","The defendant is homeless."
"384","674253124.NA.4431083426",308493823,"674253124",NA,NA,"4431083426","The defendant has a stable place to live."
"385","674253124.NA.4431083427",308493823,"674253124",NA,NA,"4431083427","The defendant has a temporary place to stay."
"386","674253124.NA.4431083435",308493823,"674253124",NA,NA,"4431083435","NO housing information was presented."
"387","674253124.NA.4431083428",308493823,"674253124",NA,NA,"4431083428","I'm not sure."
"388","674253124.NA.4431083429",308493823,"674253124",NA,NA,"4431083429","Other <em>(please explain)</em>"
"389","674253125.NA.4431083445",308493823,"674253125",NA,NA,"4431083445","Yes"
"390","674253125.NA.4431083446",308493823,"674253125",NA,NA,"4431083446","No"
"391","674253125.NA.4431083447",308493823,"674253125",NA,NA,"4431083447","Explain."
"392","674253126.NA.4431083448",308493823,"674253126",NA,NA,"4431083448","No"
"393","674253126.NA.4431083454",308493823,"674253126",NA,NA,"4431083454","YES, the Judge found that there was no probable cause on all charges and ordered the release of the defendant."
"394","674253126.NA.4431083455",308493823,"674253126",NA,NA,"4431083455","YES, the City prosecutor dismissed (aka <em>nolle prossed</em>) all charges."
"395","674253126.NA.4431083456",308493823,"674253126",NA,NA,"4431083456","I'm not sure."
"396","674253126.NA.4431083457",308493823,"674253126",NA,NA,"4431083457","Comments <em>(optional)</em>"
"397","674253353.NA.",308493823,"674253353",NA,NA,"",""
"398","674253354.NA.",308493823,"674253354",NA,NA,"",""
"399","674253355.NA.",308493823,"674253355",NA,NA,"",""
"400","674253356.NA.4431085099",308493823,"674253356",NA,NA,"4431085099","I'm not sure. "
"401","674253356.NA.4431085108",308493823,"674253356",NA,NA,"4431085108","The Court released the defendant on their own recognizance (ROR)."
"402","674253356.NA.4431085100",308493823,"674253356",NA,NA,"4431085100","Cash bond"
"403","674253356.NA.4431085101",308493823,"674253356",NA,NA,"4431085101","Surety bond"
"404","674253356.NA.4431085106",308493823,"674253356",NA,NA,"4431085106","If the defendant was ordered to <strong>remain in jail without bond</strong>, explain why."
"405","674253357.NA.",308493823,"674253357",NA,NA,"",""
"406","674253358.NA.4431085111",308493823,"674253358",NA,NA,"4431085111","Yes"
"407","674253358.NA.4431085112",308493823,"674253358",NA,NA,"4431085112","No"
"408","674253358.NA.4431085113",308493823,"674253358",NA,NA,"4431085113","N/A - no money bail was ordered."
"409","674253358.NA.4431085114",308493823,"674253358",NA,NA,"4431085114","I'm not sure."
"410","674253359.NA.4431085117",308493823,"674253359",NA,NA,"4431085117","Protective or stay-away order"
"411","674253359.NA.4431085118",308493823,"674253359",NA,NA,"4431085118","Prohibition from possessing a firearm"
"412","674253359.NA.4431085130",308493823,"674253359",NA,NA,"4431085130","Domestic violence counseling"
"413","674253359.NA.4431085119",308493823,"674253359",NA,NA,"4431085119","Ankle monitor"
"414","674253359.NA.4431085120",308493823,"674253359",NA,NA,"4431085120","Job or school application or enrollment"
"415","674253359.NA.4431085121",308493823,"674253359",NA,NA,"4431085121","Mental health treatment"
"416","674253359.NA.4431085131",308493823,"674253359",NA,NA,"4431085131","Drug test"
"417","674253359.NA.4431085122",308493823,"674253359",NA,NA,"4431085122","Drug or alcohol program"
"418","674253359.NA.4431085123",308493823,"674253359",NA,NA,"4431085123","NO non-financial conditions on the bond were ordered by the Court"
"419","674253359.NA.4431085132",308493823,"674253359",NA,NA,"4431085132","I'm not sure."
"420","674253359.NA.4431085129",308493823,"674253359",NA,NA,"4431085129","Other<em> (explain)</em>"
"421","674253360.NA.4431085135",308493823,"674253360",NA,NA,"4431085135","N/A - the defendant was not assessed fines or fees."
"422","674253360.NA.4431085136",308493823,"674253360",NA,NA,"4431085136","No"
"423","674253360.NA.4431085145",308493823,"674253360",NA,NA,"4431085145","I'm not sure."
"424","674253360.NA.4431085616",308493823,"674253360",NA,NA,"4431085616","If yes, how much were the fines and fees total?"
"425","674253361.4431085146.",308493823,"674253361","4431085146","# of Community Service Hours","",""
"426","674253361.4431085147.",308493823,"674253361","4431085147","Amount of Fines or Fees","",""
"427","674253361.4431085148.",308493823,"674253361","4431085148","Jail Time","",""
"428","674253484.NA.",308493823,"674253484",NA,NA,"",""
"429","674253485.NA.4431086046",308493823,"674253485",NA,NA,"4431086046","Yes"
"430","674253485.NA.4431086047",308493823,"674253485",NA,NA,"4431086047","No"
"431","674253127.NA.",308493823,"674253127",NA,NA,"",""
"432","674253128.NA.",308493823,"674253128",NA,NA,"",""
"433","674253129.NA.",308493823,"674253129",NA,NA,"",""
"434","674253130.4431083464.",308493823,"674253130","4431083464","How many warrants does the defendant have?","",""
"435","674253130.4431083465.",308493823,"674253130","4431083465","Write the year in which the defendant's oldest warrant was issued.","",""
"436","674253131.NA.",308493823,"674253131",NA,NA,"",""
"437","674253132.NA.4431083472",308493823,"674253132",NA,NA,"4431083472","Yes"
"438","674253132.NA.4431083473",308493823,"674253132",NA,NA,"4431083473","No"
"439","674253132.NA.4431083476",308493823,"674253132",NA,NA,"4431083476","I'm not sure."
"440","674253133.NA.4431083477",308493823,"674253133",NA,NA,"4431083477","Black or African American"
"441","674253133.NA.4431083478",308493823,"674253133",NA,NA,"4431083478","Asian or Pacific Islander"
"442","674253133.NA.4431083479",308493823,"674253133",NA,NA,"4431083479","White or Caucasian"
"443","674253133.NA.4431083480",308493823,"674253133",NA,NA,"4431083480","Hispanic or Latinx"
"444","674253133.NA.4431083487",308493823,"674253133",NA,NA,"4431083487","Bi-racial or Multi-racial"
"445","674253133.NA.4431083481",308493823,"674253133",NA,NA,"4431083481","Other <em>(specify)</em>"
"446","674253134.NA.4431083488",308493823,"674253134",NA,NA,"4431083488","Feminine-presenting"
"447","674253134.NA.4431083489",308493823,"674253134",NA,NA,"4431083489","Masculine-presenting"
"448","674253134.NA.4431083496",308493823,"674253134",NA,NA,"4431083496","Non-conforming or non-binary"
"449","674253134.NA.4431083497",308493823,"674253134",NA,NA,"4431083497","Unknown or unlisted gender"
"450","674253134.NA.4431083490",308493823,"674253134",NA,NA,"4431083490","Other <em>(specify)</em>"
"451","674253135.NA.4431083504",308493823,"674253135",NA,NA,"4431083504","No"
"452","674253135.NA.4431083505",308493823,"674253135",NA,NA,"4431083505","I'm not sure."
"453","674253135.NA.4431083503",308493823,"674253135",NA,NA,"4431083503","If YES, did all court actors refer to the defendant as requested? Explain."
"454","674253136.NA.4431083506",308493823,"674253136",NA,NA,"4431083506","State or Assistant District Attorney"
"455","674253136.NA.4431083507",308493823,"674253136",NA,NA,"4431083507","City or Assistant City Attorney"
"456","674253136.NA.4431083508",308493823,"674253136",NA,NA,"4431083508","Both State and City"
"457","674253136.NA.4431083509",308493823,"674253136",NA,NA,"4431083509","I'm not sure."
"458","674253137.NA.4431083512",308493823,"674253137",NA,NA,"4431083512","Orleans Public Defenders"
"459","674253137.NA.4431083513",308493823,"674253137",NA,NA,"4431083513","Private attorney(s)"
"460","674253137.NA.4431083514",308493823,"674253137",NA,NA,"4431083514","The defendant was unrepresented."
